,uuid,id,sex,weight
163,80cbbcb76e54437ea6c4234b990e32a0,0268,1,24.5
164,9d8c715030ee40799188674f1101a10d,0251,0,24.2
165,adb6f7d692874a57860de54b9ba37e4d,0279,0,26.2
166,923d300e17774b5289a4dc05b9336e30,0272,1,22.3
167,e80bd1cd407c4cfd8a343a38b1d5c43f,0236,0,25.5
168,79480bcbfc1a4f7696a449e6b9bb3abc,0236,0,25.5
169,ef60d36ece3e4510a9f4f50f666f3c48,0232,1,23.6
170,a21306254dbe4efeb5b71caba16c98a2,0267,0,20.1
171,f14ac893d9354291b309a561844287fb,0236,0,25.5
172,1f06a3cebdfc45fd8e03e54e98b18bd0,0251,0,24.2
173,850fc0d5bcb64049a95411517b77c39b,0239,1,22.8
174,e4b5d65a5aa54b5887494eb461e411b6,0268,1,24.5
175,7fc1b53dff474aaab5ebff2d2f177dd4,0277,0,26.0
176,06c87a6d54c14eb2b87444e4f9e0d6ef,0268,1,24.5
177,085fde22b09f48639128cd6b865e17e0,0272,1,22.3
178,a26327b054f34553bf42193600c8fc35,0238,1,25.8
179,a6d821d243674203993a8388321d66fd,0236,0,25.5
180,6d0a7727d8094c148947c275659a22ce,0272,1,22.3
181,5046b968422343dc91f3bd4f65027c81,0236,0,25.5
182,9fa4be3affd747dab5d9fb7b13886bb4,0268,1,24.5
183,cdcdeddc6314423dafc092931c7e2925,0238,1,25.8
184,edc896bbf96548b88b8ef8ccd2624084,0274,0,25.4
185,d00aaf577afa4730bbf601ccae6823ab,0268,1,24.5
186,d53b7861e7434c318ade825395b9348b,0253,1,21.8
187,6ccfbf1008284b9ab33695447074431c,0253,1,21.8
188,f34ba5b591f24623ae0c9ab1bc4a0cc2,0253,1,21.8
189,6416db6d89f543b0bbf5c236ef20da3b,0238,1,25.8
190,bf6122deda03465a81339ed2705d3157,0236,0,25.5
191,c3cda43191af4ea1b062a533f0b5f5c0,0272,1,22.3
192,b54295725c8746718ad0d187bfafb67a,0277,0,26.0
193,32c1a494cd6147278a645bf82b842f8b,0247,1,21.8
194,f200d6c67a3541f2bdcad2d7465270de,0236,0,25.5
195,be9f0a2ddae34afb872e75004bafb135,0272,1,22.3
196,27688d015a884fd69e322742ae0710fb,0273,1,22.5
197,fc9abd4ca718436d89e6cbf3eecfbf4d,0230,0,25.5
198,287b4938d65245f4808dde0a095f5c73,0238,1,25.8
199,0adb6501f465470bb02ce2eaeab60894,0261,1,27.1
200,eecf90bb838a449f93068fa035598e11,0236,0,25.5
201,eb094c48152e42fcb20b2481a771d01a,0253,1,21.8
202,fe7fb0154b7e462381368fa51e904d95,0238,1,25.8
203,f67f3ea603644dbb98f9e858d4d9f2ae,0271,1,20.5
204,6f2d3016a282453e80d692d3870b6c8b,0277,0,26.0
205,7a6744e62fb8423e8e0cce64d6e3fbfb,0238,1,25.8
206,3b161bfbeb064ac98371ebbea41ad305,0236,0,25.5
207,e42e8650fbc64543a23cc188961efb23,0230,0,25.5
208,eef5b970f08142a2a1e5144bbabb6b2d,0236,0,25.5
209,c5b7c489837b4e1e823b3187f99200c0,0236,0,25.5
210,80bcdfa253704e25a97258c838580c49,0239,1,22.8
211,861ea840feba45129874562d8cb8fcac,0238,1,25.8
212,e27f96ef11d74619b20e732f93eebaf6,0253,1,21.8
213,8ec08a25eb0f4e629c151e3152de6dd1,0253,1,21.8
214,b0dc5e0ae7d54ec380db12061723948b,0268,1,24.5
215,7a6d43e81b16427387c39e460579565f,0268,1,24.5
216,bdd6c32e68cc4556a00ed5c3bd79efbe,0236,0,25.5
217,41c0a76f7f1842219deda50c87f551da,0268,1,24.5
218,8f01f17d372143c0ae45da8294fc1c03,0253,1,21.8
219,7e41323413fe47e8a6b8cde7f535a18f,0253,1,21.8
220,fc9a230647784f708d439ab2ca2ae6b1,0268,1,24.5
221,e379f61ac1b9491e862713f113b95209,0238,1,25.8
222,87c60ee542114b83be8549da2fdb23dd,0268,1,24.5
223,5a46bbd47147480997648e4d44785521,0268,1,24.5
224,f772f03b1b9247379b626f6a5c81501f,0232,1,23.6
225,83a6acfa4b4c4bf188a8f808a8e0bbb3,0272,1,22.3
226,2d18388dd7e343b78680798787abaeda,0236,0,25.5
227,02c779b60476403cb7be6ab4f7de877c,0238,1,25.8
228,62f0a4da83774ae78649692ee42c5472,0253,1,21.8
229,1c2dd0f191f44757b2465e59e2a60207,0253,1,21.8
230,59678aa965cf4be8ac2f771743c694d5,0236,0,25.5
231,285bc82afe3241b795c043ae15f82c9f,0236,0,25.5
232,2786df3e56d84e36a5fd0f33fdb3cb62,0236,0,25.5
233,8ef2f702d7db48a88821072297eec20d,0238,1,25.8
234,6db3eebe4bae4c0eaed278703f2c7f32,0238,1,25.8
235,b629a49b509243c6abfdc443a84f1451,0236,0,25.5
236,3894eee4dfe5436c8e7d522112baaa7b,0230,0,25.5
237,92fd1c7a9e2741b3bbaaccd6a2bed0dc,0236,0,25.5
238,b0f7ef5d04eb49bea574ea3d4f3ce25a,0236,0,25.5
239,0b97d0a6219e47dca619ea027b9b761c,0236,0,25.5
240,52bf8de0e4634e5dac929ac9b43abb30,0236,0,25.5
241,2253aad7f6314f6787e79ea1b3ba3d3a,0274,0,25.4
242,26d6586f2fe3425194e6d442a35ad230,0238,1,25.8
243,abaa4092eeba433fae5e1f1cd849701e,0277,0,26.0
244,b8af66d3bcb245199f0cf10b542aab6c,0274,0,25.4
245,b5a917b67dc5474b8b6ac8b8489092d8,0268,1,24.5
246,781f2d6caa704f92882a98d392ac1981,0252,1,22.2
247,9f11574bd713440789e209a36d0d90f0,0236,0,25.5
248,1381e4b756a7402e9e5c99c7cf758688,0239,1,22.8
249,59e75b7fa5024b09a2abca2e726b612e,0274,0,25.4
250,7bb627eab21f49b4a97fc849c165cbe2,0271,1,20.5
251,dc9c09e4fecc4e5489440d970d247c87,0268,1,24.5
252,e2138a7936fe48a593b62c55d7817452,0247,1,21.8
253,3129a0f0f16b4e82ab37a971aa4e8812,0232,1,23.6
254,6268f2a0443b44f392537621735bcfb0,0247,1,21.8
255,ef69cc94a5024a488468f048b156c97c,0236,0,25.5
256,22cc040378d843ad8f46626aec987d14,0239,1,22.8
257,f4351bb6259e43eb976aa5cfb9f4ad72,0236,0,25.5
258,91655426598e4cbbab1da7e560a82c06,0239,1,22.8
259,062e8accd114400ca7ae66e064e425cb,0230,0,25.5
260,54b3b235e54b44b99552116a1842ce58,0253,1,21.8
261,572cd8dad44149a7b5ecc2e4ef265554,0236,0,25.5
262,1700b525050842acaa6452b428713035,0268,1,24.5
263,33b5bd34166c46d28c2b75cbf9a0ae7e,0236,0,25.5
264,4ba206a7f0934faebf834baa4be9ae6d,0238,1,25.8
265,72f6ce1143b842ffb012c11d7763292c,0251,0,24.2
266,8343fbdb756b4f74abd9662c25f4f815,0274,0,25.4
267,1676b31f562340358a32b2410bfc0264,0238,1,25.8
268,f42c5860cb5c41fab5561ec692222d33,0238,1,25.8
269,803b11141432471f9f7d2511c42d8e8b,0253,1,21.8
270,5094bb0b78e5420992431bd09bcfef12,0236,0,25.5
271,f88109cacd9b4f238641d0a101ad6a07,0236,0,25.5
272,21de7d3d88c940c09600c61b7a68e3fa,0234,1,24.6
273,82573126a17a4416a3c041a16f80238f,0241,0,25.5
274,82302d4d8b5843d39f54a85a8f5d574b,0236,0,25.5
275,c9c5bc16f3d84e619a6f4ac542124c7f,0236,0,25.5
276,072f6ce7c4764df4a07f86e6fb538fee,0238,1,25.8
277,ed6cd39f027947e2b10fcdcab147cd2a,0268,1,24.5
278,8403c0d463d14793986e439b582a7f0c,0236,0,25.5
279,5a4ba13669654523bcf5d70ab4c1c72e,0274,0,25.4
280,db3a5ddcaf1946f9b5ce7e4ed4f5e002,0268,1,24.5
281,85468fc9756c4ad59bf61144e0da21d6,0274,0,25.4
282,3373e1c9553c486dbc9cabb68be32f05,0236,0,25.5
283,a5b80f077afc4887907cfca15731cab9,0238,1,25.8
284,aa89405db8f6450a9a7b6ca00b267748,0272,1,22.3
285,8a521f7d0a8b4221a9200727b5676443,0257,1,23.3
286,c931870ec40a4f009adce39195559e68,0238,1,25.8
287,4a62fdff1b514a8b8011929a61480bc4,0257,1,23.3
288,56513fceaf4a4c2eb70ab5e7cbabbf56,0268,1,24.5
289,a5b222e0a5324ceea3c147c4a59998d8,0236,0,25.5
290,de96455cf2274119a1903aaab7cf3488,0261,1,27.1
291,0196cc1752f945c9b5bb8cc40857b13b,0236,0,25.5
292,4a86d3545a354603ba75b2f1e4fe545f,0238,1,25.8
293,2d88a2b6aee64f839bc77a73a5e23337,0268,1,24.5
294,8991193f9ed74ec4abc5d0922bfe5fe4,0236,0,25.5
295,aeb6634dd0284960acdf056328f114c7,0236,0,25.5
296,22acd1317adf4d91b1ed7f1b8dc9ad73,0277,0,26.0
297,c68af2c421154aee8e13a0a06b3d779d,0236,0,25.5
298,f8e0033f38414967ab1e213b3ca35690,0236,0,25.5
299,6213618e82e1454983a3febb342d1a85,0277,0,26.0
300,9ae3e05a6be2450b9db039847acf8a91,0234,1,24.6
301,05ab0076556c4b998250e3ecf8cb9cd5,0233,0,24.2
302,c6d121233efd46cca644910b8677bc67,0268,1,24.5
303,f83fd84f552544af9e8408c4d5bbf949,0257,1,23.3
304,dadfbe661ded4383b0dc65b4238e8993,0236,0,25.5
305,7119d344f33e49b2b8058dbdebf82aa0,0251,0,24.2
306,952351c78a5f4c3ba4c44cb12f5312bb,TA5751,1,26.8
307,f3cba3b287af4e5e8661b57146676b8a,TA5751,1,26.8
308,0e302e469411421eac735bdbb31f14a9,TA0427,0,18.9
309,11939a59ff73416ea59eae0b870e2d2d,TA5751,1,26.8
310,38bad08f512a488aa95e8665713b13b7,TA5751,1,26.8
311,595e1e8f65514394bfc6293aace749a9,TA0477,1,16.1
312,e6423f413cc944ac8538fd7b0586e79d,CG1741,0,27.2
313,c7e508eb3f1c46eb9e36c68bd44ba083,TA332,1,20.4
314,24f4802eaa174e66b19dee40ba2106f8,TA977,0,16.8
315,8daec79acd894ea699ea3dd7c6579ac9,TA0440,1,16.0
316,0c4ae98a90374250801c729fe9434b15,TA5751,1,26.8
317,93e727071f9b4312a8fd27a4b59a9bf2,TA5751,1,26.8
318,82c8d49d1bb548a89c33bea9b6fd40d2,TA5719,0,26.8
319,0e77df0b03ea48f682c01598e2326d32,TA5751,1,26.8
320,bec93108dae44e90af9584c4d1931e91,TA5751,1,26.8
321,0a1a9cd7a906452fb193c86825243e6f,TA433,0,17.7
322,13529460278d42d1a01ac363fc10824d,TA332,1,20.4
323,0574d93fe93a42f48eb61607f830bba6,TA433,0,17.7
324,e0827d59788d49c7bc39e98e08f6feab,TA0427,0,18.9
325,7f61f02035044b23ac71dc937179d3d7,TA977,0,16.8
326,8d0a56b853e94ae39414ffe30935cb1c,TA0855,0,26.6
327,388ec8082bcb4b5695a97e6700fb5271,TA5751,1,26.8
328,c51a4f097d8341c6a2ce7a879aad6ef9,TA332,1,20.4
329,828a3ba9a0374a8eaa8c8bc17e97c633,TA0427,0,18.9
330,4e1e7ebf69d242cb891f3941ab0ac946,TA0154,1,22.9
331,ba6ed91d797c4cdeaeaebf951c2c23e8,TA0440,1,16.0
332,b9846c30104e4a8fa2c789f718610cd8,TA332,1,20.4
333,2303677efaa743d6bf55144f0581c196,TA433,0,17.7
334,35faca778d3c4b7db0f16ce5eda06e0d,TA0440,1,16.0
335,70af7d5052af4d2dace04c483ed32a74,CG1741,0,27.2
336,2a362c88066b491da8d1e7233cefc950,TA977,0,16.8
337,cd37c132d73b4739b64f69c6684f739d,TA0441,1,13.5
338,f538e034921146d9b1ebdd48456c2684,8440,1,24.0
339,7ac7aa052b524bf2901c48e360f116f0,TA5751,1,26.8
340,040cbfec3f90401988a51535076bbff2,CG1741,0,27.2
341,78c169f4eb7c4adc9fc7848973da54eb,TA5751,1,26.8
342,065915ba557149efbabeb3d4233ba381,TA5751,1,26.8
343,2824976e58654032adb56739e4f1ffcb,TA433,0,17.7
344,1c9bf22e92594a2e8c537f5fc9249381,TA5751,1,26.8
345,7015aa08cb7b466dae73e9f27584f841,TA5751,1,26.8
346,e04708c777104750ae47f15fbf0c98ad,TA433,0,17.7
347,92de2ac2df5345ebac9684e1d275ae40,TA5751,1,26.8
348,1b920c42e49042b1bbda2f9ee0c6edec,TA5863,0,27.7
349,bc0939e5207444bdbd8ecf1906910e7e,TA347,0,20.4
350,9e2c81f9a7504399837ff03c02593867,CG1741,0,27.2
351,f8e3e1296f2143dd92830a7ab256ec37,TA5751,1,26.8
352,2be65f7ede5f43db8d51ac9a17105263,TA0154,1,22.9
353,216b5349401d4e6d906f9285a7a9b708,TA0477,1,16.1
354,8b5b2b339f0a4a449a2a566a40736065,TA0432,0,14.3
355,78235527e89b4715bb2e7beca71a4a4f,TA0440,1,16.0
356,69e6dd7b55e54c4ba69d167ed0eea917,TA5751,1,26.8
357,85d6a627c7d4422ab4ed6d109b79eb4c,8440,1,24.0
358,dde425e73fe74746b5a8836fe5228105,TA0477,1,16.1
359,08ae0a01bc4e48e080c21fac2b88426c,TA347,0,20.4
360,2b178237389a46909788eb7edeb76f1f,TA0427,0,18.9
361,9b3e844a1b574f0e8cc10def7a318431,TA5751,1,26.8
362,4015608f3d5444ec92fa8a86f6dfa75e,TA0154,1,22.9
363,464970a00fba4811b5ad449c9203041f,TA5751,1,26.8
364,9a59a60629b64a0a9cdda00214c45852,TA5751,1,26.8
365,6945f361d7054e39874cf8f4cc71c5ca,TA433,0,17.7
366,84d40e22c5554c37a8e0aa28eb87706d,8440,1,24.0
367,689e87b183424b979663470f47ffe07e,2840,0,25.3
368,2818afda83a24ddab49e5f25080a5248,TA0154,1,22.9
369,c36e360df57d422ba238ac8d3f2b2045,TA5751,1,26.8
370,da4908ccbd3346e2a8216fbf05b2dd90,TA5751,1,26.8
371,0bb2e3d0267f47328ede7445ef83ea4c,TA0440,1,16.0
372,c79acbcc6dbf442b9c83b5aaaedb863e,TA433,0,17.7
373,11259652c37646e69c74da9d8b5cbb1b,TA5751,1,26.8
374,e9d7ce31f05e4f53b2c43433fab76a6a,CG1741,0,27.2
375,6c79ee8187d0405aaefbce0e9ca2ee2d,CG1741,0,27.2
376,8f8103b55bf74b8aac34ee56848f6788,TA0432,0,14.3
377,ab40d54706e543c89612b25ab4d46e09,TA5719,0,26.8
378,582a2b0524374a71adbca271bcca9d91,TA0477,1,16.1
379,555eaeeccc134c2e86073b25f7de908c,CG1741,0,27.2
380,340f7f5e3e18416590e8fc4e80b3c800,TA0159,1,22.3
381,66b3e53a6999426a9a2ff6cafead51e4,TA5751,1,26.8
382,cc8e2083d72c4bda92e261e3734ad207,TA0185,0,22.8
383,8570929016824c69923e71464ea08e59,TA5751,1,26.8
384,2f45856b2186477f80f6776b82b1f499,TA5751,1,26.8
385,d0ba78d48bdb401497adc73be4026ea8,TA977,0,16.8
386,a65940bff0b24733bd0407ab61bc6eb0,TA433,0,17.7
387,770cb7e2466d458d9cb3fb1aefec7c5f,TA5719,0,26.8
388,6ea32daf6aff438ea8e3a213bd7bbc36,TA5751,1,26.8
389,165fbee97a924cfcb28252aa2fbebd71,TA977,0,16.8
390,ffd8af8ab6aa4e6b9ef5476957f6cd97,TA0440,1,16.0
391,bce04e61d13d4358b77cc8ed147cf2dd,TA5751,1,26.8
392,1637deb6058f4b35a640e0b6fdfb020f,TA0154,1,22.9
393,a8d8644506a44509b7fac6c78c1aa14d,TA5751,1,26.8
394,4c96e2a8059a4f32a46b1cf170b13b4b,TA0432,0,14.3
395,85b01783a0864afa92c46051ea419cff,TA0477,1,16.1
396,728d19000fc4403d9fb2f246c35ab3d5,TA0159,1,22.3
397,56e7254738544e0784bff4cf1b955c54,TA5751,1,26.8
398,8032189fea374836a4295aae853f9682,TA0477,1,16.1
399,8b60c5a440a347518aae0796ac4d368d,TA5751,1,26.8
400,4a7c4a847caa4758be29eca9adfdbd08,TA0427,0,18.9
401,c14dc8dba23246abbceeca8b0a1e5459,TA977,0,16.8
402,c3f2ae869fc04644aca40394bd0d38c9,TA5751,1,26.8
403,3c3cc015a49d4f1d84078ff378cde2dc,TA0427,0,18.9
404,13393e1960e0482cb33c5c27fa178ad8,TA0440,1,16.0
405,33255e6481c2470cabf00d934d21fdbe,TA0432,0,14.3
406,b1d1b68b5d814b3aabc0605533b3a7da,TA0855,0,26.6
407,c61aeea316264bcd9f3a1479a5d1c2dc,TA0477,1,16.1
408,4c9f60d59fe7438b80dbfd9891de44ff,TA347,0,20.4
409,14e08749449a4a6eaa4ac4c2b155661b,TA433,0,17.7
410,00f1b1f76d5b4c68b11c3c2f01c6314c,TA0159,1,22.3
411,4c31032ea2e44fd19875c32cc706cd07,CG1741,0,27.2
412,9a0d8414f0334a0e93ff33aa743fea97,CG1741,0,27.2
413,d1626eed61964ef59fe4088a04f1da76,CG1741,0,27.2
414,a20a6030bdad4482bac1d4a675ff83c3,TA0432,0,14.3
415,9a1aa61136f24cb089921c1f7b833c2b,TA5751,1,26.8
416,75b2c8c5776b45d6ada7a0e38d98fc83,8440,1,24.0
